program	episode	topic	topic2	type	group	irish	meaning	practice_ideas	s_p	m_f	literal_meaning	phonetic	sound	info
Giota Beag 3	9	9				Ceannaigh an nuachtán.	Buy the paper.							
Giota Beag 3	9	9				Suigh síos.	Sit down.							
Giota Beag 3	9	9				Léigh an nuachtán.	Read the paper.							
Giota Beag 3	9	9				Amharc ar an teilifís.	Watch the TV.							
Giota Beag 3	9	9				Éist le Giota Níos Mó.	Listen to Giota Níos Mó.							
Giota Beag 3	9	9				Bain sult as an lá.	Enjoy the day.							
Giota Beag 3	9	9				Bainim sult as an lá.	I enjoy the day.							
Giota Beag 3	9	9				Éirigh ar a seacht a chlog.	Get up at 7 o'clock.							
Giota Beag 3	9	9				Éirím ar a seacht a chlog.	I get up at 7 o'clock.							
Giota Beag 3	9	9				Ith banana agus ull.	Eat a banana and an apple							
Giota Beag 3	9	9				Ithim banana agus úll gach lá.	I eat a banana and an apple every day.							
Giota Beag 3	9	9				Ól gloine uisce.	Drink a glass of water.							
Giota Beag 3	9	9				Ólaim gloine uisce gach lá.	I drink a glass of water every day.							
Giota Beag 3	9	9				Siúil go dtí an siopa.	Walk to the shop							
Giota Beag 3	9	9				Siúlaim go dtí an siopa	I walk to the shop							
Giota Beag 3	9	9				Ceannaigh an nuachtán	Buy the newspaper.							
Giota Beag 3	9	9				Ceannaím an nuachtán	I buy the newspaper.							
Giota Beag 3	9	9				Suigh síos.	Sit down.							
Giota Beag 3	9	9				Suím síos.	I sit down.							
Giota Beag 3	9	9				Léigh an nuachtán	Read the newspaper.							
Giota Beag 3	9	9				Léim an nuachtán	I read the newspaper.							
Giota Beag 3	9	9				Amharc ar an teilifís.	Watch the television.							
Giota Beag 3	9	9				Amharcaim ar an teilifís.	I watch the television.							
Giota Beag 3	9	9				Éist le Giota Níos Mó.	Listen to Giota Níos Mó.							
Giota Beag 3	9	9				Éistim le Giota Níos Mó gach lá.	I listen to Giota Níos Mó every day.							
Giota Beag 3	9	9				Seanfhocal Chlár 9:								
Giota Beag 3	9	9				Bíonn blas ar an bheagán.	A little bit of food is very tasty.							
Giota Beag 3	9	9				Ba mhaith liom meachán a chailleadh.	I would like to lose weight.							
Giota Beag 3	9	9				bus eile	another bus							
Giota Beag 3	9	9				an bus eile	the other bus							
Giota Beag 3	9	9				briosca eile	another biscuit							
Giota Beag 3	9	9				an briosca eile	the other biscuit							
Giota Beag 3	9	9				ceann eile	another one							
Giota Beag 3	9	9				an ceann eile	the other one							
Giota Beag 3	9	9				an chéad cheann eile	the next one							
Giota Beag 3	9	9				an bus eile	the other bus							
Giota Beag 3	9	9				an chéad bhus eile	the next bus							
Giota Beag 3	9	9				an clár eile	the other programme							
Giota Beag 3	9	9				clár eile	another programme							
Giota Beag 3	9	9				an chéad chlár eile	the next programme							
Giota Beag 3	9	9				an chéad uair eile	the next time							
Giota Beag 3	9	9				an chéad rud eile	the next thing							
Giota Beag 3	10	10				Ithim torthaí.	I eat fruit.							
Giota Beag 3	10	10				Ní ithim seacláid.	I don't eat chocolate.							
Giota Beag 3	10	10				Ithim glasraí ach ní ithim milseáin.	I eat vegetables but I don't eat sweets.							
Giota Beag 3	10	10				Ólaim uisce ach ní ólaim caife.	I drink water but I don't drink coffee.							
Giota Beag 3	10	10				Éistim le ceol ach ní éistim leis an nuacht.	I listen to music but I don't listen to the news.							
Giota Beag 3	10	10				Amharcaim ar an teilifís ach ní amharcaim ar an nuacht	I watch television but I don't watch the news.							
Giota Beag 3	10	10				Éirím go luath ar an Satharn ach ní éirím go luath ar an Domhnach.	I get up early on Saturday but I don't get up early on Sunday.							
Giota Beag 3	10	10				Tuigim.	I understand.							
Giota Beag 3	10	10				Ní thuigim.	I don't understand.							
Giota Beag 3	10	10				Tuigim 'Slán' ach ní thuigim 'dochreidte'.	I understand 'goodbye' but I don't understand 'unbelievable'.							
Giota Beag 3	10	10				Tuigim Bríd ag caint Gaeilge ach ní thuigim Hiúdaí ag caint Gaeilge.	I understand Bríd speaking Irish but I don't understand Hiúdaí speaking Irish.							
Giota Beag 3	10	10				Tuigim 'Pythagoras' ach ní thuigim 'Trigonometry'.	I understand 'Pythagoras' but I don't understand 'Trigonometry'.							
Giota Beag 3	10	10				Ní thuigim.	I don't understand.							
Giota Beag 3	10	10				Ní cheannaím.	I don't buy.							
Giota Beag 3	10	10				Ní shuím.	I don't sit.							
Giota Beag 3	10	10				Is maith an t-anlann an t-ocras.	Hunger is a great sauce.							
Giota Beag 3	11	11				barraíocht	too much							
Giota Beag 3	11	11				mórán	many							
Giota Beag 3	11	11				go minic	often							
Giota Beag 3	11	11				cuid mhór	a lot							
Giota Beag 3	11	11				níos mó	more							
Giota Beag 3	11	11				níos lú	less							
Giota Beag 3	11	11				a oiread	as much / as many							
Giota Beag 3	11	11				Ghiorsaighe óg,'bhfuil Béarla agat?	Young girl, can you speak English?							
Giota Beag 3	11	11				Leóga, muise, tá!	Indeed, I can!							
Giota Beag 3	11	11				Caidé mar a chuirfeá an madadh amach?	How would you put the dog out?							
Giota Beag 3	11	11				FIX	Out the dog awa!!							
Giota Beag 3	11	11				Ithim.	I eat.							
Giota Beag 3	11	11				Itheann tú.	You eat.							
Giota Beag 3	11	11				An itheann tú?	Do you eat?							
Giota Beag 3	11	11				Tuigim.	I understand.							
Giota Beag 3	11	11				Tuigeann tú.	You understand.							
Giota Beag 3	11	11				An dtuigeann tú?	Do you understand?							
Giota Beag 3	11	11				Téim.	I go.							
Giota Beag 3	11	11				An dtéann tú?	Do you go?							
Giota Beag 3	11	11				An bhfuil sé fuar?	Is it cold?							
Giota Beag 3	11	11				Tá. / Níl.	Yes. / No.							
Giota Beag 3	11	11				Déanaim.	I do / make.							
Giota Beag 3	11	11				An ndéanann tú?	Do you do / make?							
Giota Beag 3	11	11				Díolaim as.	I pay for.							
Giota Beag 3	11	11				An ndíolann tú as?	Do you pay for?							
Giota Beag 3	11	11				An dtéann tú chuig an phictiúrlann go minic?	Do you go to the cinema often?							
Giota Beag 3	11	11				An dtéann tú chuig cluiche peile go minic?	Do you go to a football match often?							
Giota Beag 3	11	11				An dtéann tú ag snámh go minic?	Do you go swimming often?							
Giota Beag 3	11	11				An dtéann tú go Béal Feirste go minic?	Do you go to Belfast often?							
Giota Beag 3	11	11				An bhfuil airgead agat?	Do you have money?							
Giota Beag 3	11	11				An ndéanann tú Yoga?	Do you do Yoga?							
Giota Beag 3	11	11				An ndíolann tú as na ranganna?	Do you pay for the classes?							
Giota Beag 3	11	11				An ndéanann tú an dinnéar go minic?	Do you make the dinner often?							
Giota Beag 3	12	12				Creidim.	I believe.							
Giota Beag 3	12	12				Creideann tú.	You believe.							
Giota Beag 3	12	12				An gcreideann tú?	Do you believe?							
Giota Beag 3	12	12				Ceannaím.	I buy.							
Giota Beag 3	12	12				Ceannaíonn tú.	You buy.							
Giota Beag 3	12	12				An gceannaíonn tú?	Do you buy?							
Giota Beag 3	12	12				Bím.	I be.							
Giota Beag 3	12	12				Bíonn tú.	You be.							
Giota Beag 3	12	12				An mbíonn tú? - Do you be?								
Giota Beag 3	12	12				An mbíonn tú ag obair gach Aoine?	Do you work every Friday?							
Giota Beag 3	12	12				An mbíonn tú ag obair gach Satharn?	Do you work every Saturday?							
Giota Beag 3	12	12				ar an Luan	on Mondays							
Giota Beag 3	12	12				ach an Satharn agus an Domhnach	except Saturday and Sunday							
Giota Beag 3	12	12				ag deireadh na seachtaine	at the weekend							
Giota Beag 3	12	12				trí lá gach seachtain	three days every week							
Giota Beag 3	12	12				An nglanann tú an carr gach Aoine?	Do you clean the car every Friday?							
Giota Beag 3	12	12				Glanaim.	I clean.							
Giota Beag 3	12	12				Ní glanaim.	I don't clean.							
Giota Beag 3	12	12				Glanann tú.	You clean.							
Giota Beag 3	12	12				anois agus arís	now and again							
Giota Beag 3	12	12				na fuinneoga	the windows							
Giota Beag 3	12	12				uair sa mhí	once a month							
Giota Beag 3	12	12				cleachtadh	practice							
Giota Beag 3	12	12				máistreacht	a mastery, perfection							
Giota Beag 3	12	12				Cleachtadh a dhéanann máistreacht.	Practise makes perfect.							
Giota Beag 3	12	12				ár scoil	our school							
Giota Beag 3	12	12				bhur lón	your (pl.) lunch							
Giota Beag 3	12	12				a milseáin	their sweets							
Giota Beag 3	12	12				ár bplátaí	our plates							
Giota Beag 3	12	12				bhur bplátaí	your plates							
Giota Beag 3	12	12				a bplátaí	their plates							
Giota Beag 3	13	13				Glan an tábla.	Clean the table							
Giota Beag 3	13	13				Tá sé glanta.	It's cleaned.							
Giota Beag 3	13	13				Déan an lón.	Make the lunch.							
Giota Beag 3	13	13				Tá sé déanta.	It's made.							
Giota Beag 3	13	13				Líon isteach an fhoirm sin.	Fill in that form.							
Giota Beag 3	13	13				Tá sé líonta.	It's filled in.							
Giota Beag 3	13	13				druid	close							
Giota Beag 3	13	13				druidte	closed							
Giota Beag 3	13	13				oscail	open							
Giota Beag 3	13	13				oscailte	opened							
Giota Beag 3	13	13				léigh	read							
Giota Beag 3	13	13				léite	read							
Giota Beag 3	13	13				caill	lose							
Giota Beag 3	13	13				caillte	lost							
Giota Beag 3	13	13				Tá an siopa sin druidte ach tá an siopa seo go fóill oscailte.	That shop is closed but this shop is still open							
Giota Beag 3	13	13				Close that door please, it's cold.	It is closed.							
Giota Beag 3	13	13				Oscail an fhuinneog, le do thoil, tá sé iontach te.	Tá sé oscailte.							
Giota Beag 3	13	13				Open the window, please, it's very warm.	It is open.							
Giota Beag 3	13	13				Tá Bran caillte.	Bran is lost.							
Giota Beag 3	13	13				Tá an leabhar leite.	The book is read.							
Giota Beag 3	13	13				Tá an leabhar léite agam.	I have read the book.							
Giota Beag 3	13	13				croí	heart, dear or love							
Giota Beag 3	13	13				a ghrá	love (when speaking to someone)							
Giota Beag 3	13	13				grá geal mo chroí	the bright love of my heart, my sweetheart							
Giota Beag 3	13	13				mo chroí	my love							
Giota Beag 3	13	13				a ruin	loved one							
Giota Beag 3	13	13				rúin mo chroí	love of my heart							
Giota Beag 3	13	13				a thaiscigh	my dear, darling							
Giota Beag 3	13	13				bris	break							
Giota Beag 3	13	13				briste	broken							
Giota Beag 3	13	13				ith	eat							
Giota Beag 3	13	13				ite	eaten							
Giota Beag 3	13	13				nite	washed							
Giota Beag 3	13	13				thart	over, finished							
Giota Beag 3	13	13				grma can be text for go raibh maith agat	thank you							
Giota Beag 3	13	13				eay can be text for oíche mhaith	goodnight							
Giota Beag 3	13	13				sgf can be text for slán go fóill	goodbye for now							
Giota Beag 3	13	13				ldt can be text for le do thoil	please							
Giota Beag 3	13	13				the letter j can be text for cad é	what							
Giota Beag 3	13	13				the letters an followed by the digit 8, ocht in Irish, can stand for anocht, an8 – tonight								
Giota Beag 3	13	13				kwul2 can be cá bhfuil tú?	where are you?							
Giota Beag 3	13	13				gao can be grá agam ort	love you							
Giota Beag 3	14	14				críochnaigh	finish							
Giota Beag 3	14	14				críochnaigh an crosfhocal sin.	finish that crossword.							
Giota Beag 3	14	14				ceannaigh	buy							
Giota Beag 3	14	14				ceannaigh an nuachtán.	buy the newspaper.							
Giota Beag 3	14	14				cóirigh	arrange or dress							
Giota Beag 3	14	14				cóirigh an leaba	make the bed.							
Giota Beag 3	14	14				ceartaigh	correct							
Giota Beag 3	14	14				ceartaithe	corrected							
Giota Beag 3	14	14				sínigh	sign							
Giota Beag 3	14	14				sínithe	signed							
Giota Beag 3	14	14				roghnaigh	choose							
Giota Beag 3	14	14				roghnaithe	chosen							
Giota Beag 3	14	14				deisigh	repair or fix							
Giota Beag 3	14	14				deisithe	repaired							
Giota Beag 3	14	14				Fuair tú scairt ghutháin; tá do ghuthán póca deisithe.	You got a phone call; your mobile phone is fixed.							
Giota Beag 3	14	14				Roghnaigh an dath is fearr leat.	Choose the colour you prefer.							
Giota Beag 3	14	14				Tá sé roghnaithe agam; gorm.	I have chosen it; blue.							
Giota Beag 3	14	14				Sínigh an nóta scoile sin, le do thoil, a chroí.	Sign that school note, please, love.							
Giota Beag 3	14	14				Tá sé sínithe agam.	I have it signed.							
Giota Beag 3	14	14				Ceartaigh an obair bhaile sin le do thoil.	Correct that homework please.							
Giota Beag 3	14	14				Tá an obair bhaile sin ceartaithe agam.	I have that homework corrected.							
Giota Beag 3	14	14				faoiseamh	relief							
Giota Beag 3	14	14				seal beag gairid	a short little while							
Giota Beag 3	14	14				i measc mo dhaoine	among my people							
Giota Beag 3	14	14				ar oileán mara	on a sea island							
Giota Beag 3	14	14				ag siúl cois cladaigh	walking by the shore							
Giota Beag 3	14	14				maidin is tráthnóna	morning and evening							
Giota Beag 3	14	14				ó Luan go Satharn	from Monday to Saturday							
Giota Beag 3	14	14				thiar ag baile	back at home, in the west							
Giota Beag 3	14	14				ó chrá croí	from heart ache							
Giota Beag 3	14	14				ó bhuairt aigne	from anxiety and work							
Giota Beag 3	14	14				ó uaigneas duairc	from dark loneliness							
Giota Beag 3	14	14				ó chaint ghontach	from hurtful talk							
Giota Beag 3	14	14				An bhfuil an leabhar sin léite agat?	Have you read that book?							
Giota Beag 3	14	14				Tá an leabhar sin léite aige.	He has read that book.							
Giota Beag 3	14	14				Tá an leabhar sin léite aici.	She has read that book.							
Giota Beag 3	14	14				Tá an leabhar sin léite againn	We have read that book.							
Giota Beag 3	14	14				Tá an leabhar sin léite agaibh	You (pl) have read that book.							
Giota Beag 3	14	14				Tá an leabhar sin léite acu	They have read that book.							
Giota Beag 3	14	14				Och och mo mhadadh beag	Aw, my wee dog							
Giota Beag 3	14	14				tá piachán i mo sceadamán	I am hoarse							
Giota Beag 3	14	14				ag scairtigh ar mo mhadadh beag.	calling my wee dog.							
Giota Beag 3	14	14				Luím ar mo leabaidh	I lie in my bed							
Giota Beag 3	14	14				'gus ní chodlaím aon néal go maidin	and I don't sleep a wink							
Giota Beag 3	14	14				ach ag meabhrú ar mo mhadadh beag	thinking of my wee dog							
Giota Beag 3	14	14				a d'imigh uaim sa scarthanaigh.	who left me at daybreak.							
Giota Beag 3	15	15				Bain sult as an lá.	Enjoy the day.							
Giota Beag 3	15	15				Bainfidh mé sult as an lá.	I will enjoy the day. Bainfidh mé sult as an lá.							
Giota Beag 3	15	15				Ól gloine uisce	Drink a glass of water.							
Giota Beag 3	15	15				Ólfaidh mé gloine uisce.	I will drink a glass of water.							
Giota Beag 3	15	15				Siúil go dtí an siopa.	Walk to the shop.							
Giota Beag 3	15	15				Siúlfaidh mé go dtí an siopa.	I will walk to the shop.							
Giota Beag 3	15	15				Suigh síos.	Sit down.							
Giota Beag 3	15	15				Suífidh mé síos.	I will sit down.							
Giota Beag 3	15	15				Léigh an nuachtán.	Read the newspaper.							
Giota Beag 3	15	15				Léifidh mé an nuachtán.	I will read the newspaper.							
Giota Beag 3	15	15				Amharc ar an teilifís.	Watch the television.							
Giota Beag 3	15	15				Amharcfaidh mé ar an teilifís.	I will watch the television.							
Giota Beag 3	15	15				Éist le Giota Níos Mó	Listen to Giota Níos Mó.							
Giota Beag 3	15	15				Éistfidh mé le GNM gach lá.	I will listen to Giota Níos Mó every day.							
Giota Beag 3	15	15				an carr s'agam	my car							
Giota Beag 3	15	15				an carr s'agat	your car							
Giota Beag 3	15	15				an carr s'aige	his car							
Giota Beag 3	15	15				an carr s'aici	her car							
Giota Beag 3	15	15				an carr s'againn	our car							
Giota Beag 3	15	15				an carr s'agaibh	your (pl.) car							
Giota Beag 3	15	15				an carr s'acu	their car							
Giota Beag 3	15	15				Chífidh mé.	I will see.							
Giota Beag 3	15	15				Chífidh mé thú.	I will see you.							
Giota Beag 3	15	15				Déanfaidh mé.	I will do.							
Giota Beag 3	15	15				Déanfaidh mé sin amárach.	I will do that tomorrow.							
Giota Beag 3	15	15				Rachaidh mé.	I will go.							
Giota Beag 3	15	15				Rachaidh mé ar ais amárach.	I will go back tomorrow.							
Giota Beag 3	15	15				Scairtfidh mé.	I will call/shout.							
Giota Beag 3	15	15				Scairtfidh mé ort amárach.	I will phone you tomorrow.							
Giota Beag 3	15	15				An rachaidh tú?	Will you go?							
