program	episode	topic	topic2	type	group	irish	meaning	practice_ideas	s_p	m_f	literal_meaning	phonetic	sound	info
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a sé a chlog	6 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a seacht a chlog	7 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a hocht a chlog	8 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a naoi a chlog	9 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a deich a chlog	10 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a haon déag a chlog	11 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time		HOUR_O_CLOCK	a dó dhéag a chlog	12 o'clock							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé $HOUR_O_CLOCK. 	It's $HOUR_O_CLOCK.	repeat for each hour				ta shay $HOUR_O_CLOCK.		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Bhí sé $HOUR_O_CLOCK.	It was $HOUR_O_CLOCK.	repeat for each hour				vee shay $HOUR_O_CLOCK		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			soicind	second					second		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			bomaite	minute							
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			ceathrú	quarter					ceahroo		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			leath	half					la (maybe lya??)		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			ceathrú i ndiaidh ...	a quarter past ...	repeat for each time				ceahroo i nyay...		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			leath i ndiaidh ...	half past ...	repeat for each time				la i nyay...		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			ceathrú go dtí ...	a quarter to ...	repeat for each time				ceahroo go gee..		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			cúig bomaite i ndiaidh	five minutes past??	repeat for each time						
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			cúig i ndiaidh	five past??	repeat for each time						
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			fiche go dtí	twenty to	repeat for each time						
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé ceathrú i ndiaidh $HOUR_O_CLOCK	It is a quarter past $HOUR_O_CLOCK	repeat for each time				ceahroo i nyay  $HOUR_O_CLOCK		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé leath i ndiaidh $HOUR_O_CLOCK	It is half past $HOUR_O_CLOCK	repeat for each time				la i nyay  $HOUR_O_CLOCK		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé ceathrú go dtí $HOUR_O_CLOCK	It is a quarter to $HOUR_O_CLOCK	repeat for each time				ceahroo go gee  $HOUR_O_CLOCK		
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé cúig bomaite i ndiaidh $HOUR_O_CLOCK	It is five minutes past $HOUR_O_CLOCK	repeat for each time						
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé cúig i ndiaidh $HOUR_O_CLOCK	It is five past $HOUR_O_CLOCK	repeat for each time						
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			Tá sé fiche go dtí $HOUR_O_CLOCK	It is twenty to $HOUR_O_CLOCK	repeat for each time						
NYT	3	SPEAKING ABOUT YOUR BACKGROUND	Time			An bhfuil dráma anocht?	Is the play tonight?							
NYT	4	Discussing Languages	Languages	PHRASE		Ag plé teangacha	Discussing languages					tchangaha??		
NYT	4	Discussing Languages	Languages	WORD		teanga	a language					tchangy??		
NYT	4	Discussing Languages	Languages	WORD		teangacha	Languages					tchangaha??		
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Gaeilge	Irish							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Fraincis	French							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Béarla	English							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Gearmáinis	German							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Iodáilis	Italian							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Spáinnis	Spanish							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Breatnais	Welsh							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE	Gaeilge na hAlban	Gaelic (Scotland)							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE2	Gaeilge	Irish							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE2	Fraincise	French							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE2	Gearmáinise	German							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE2	Iodáilise	Italian							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE3	Gaeilge	Irish							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE3	Fhraincis	French							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE3	Ghearmáinis	German							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE3	Spáinnis	Spanish							
NYT	4	Discussing Languages	Languages	WORD	LANGUAGE3	Iodáilis	Italian							
NYT	4	Discussing Languages	Languages	TEMPLATE		An bhfuil $LANGUAGE agat?	Can you speak $LANGUAGE?				Have you $LANGUAGE? Is $LANGUAGE at you?			
NYT	4	Discussing Languages	Languages	TEMPLATE		An bhfuil $LANGUAGE ag Tony?	Can Tony speak $LANGUAGE?				Has Tony $LANGUAGE? Is $LANGUAGE at Tony?			
NYT	4	Discussing Languages	Languages	TEMPLATE		Tá $LANGUAGE agam.	I speak $LANGUAGE.							
NYT	4	Discussing Languages	Languages	TEMPLATE		Tá $LANGUAGE líofa agam.	I speak $LANGUAGE fluently.							
NYT	4	Discussing Languages	Languages	TEMPLATE		Tá líofa agam.	I speak fluently.							
NYT	4	Discussing Languages	Languages	TEMPLATE		Tá líofa agamsa.	*I* speak fluently.							
NYT	4	Discussing Languages	Languages	SENTENCE		Tá beagán $LANGUAGE2 agam.	I speak a little $LANGUAGE2.							
NYT	4	Discussing Languages	Languages	SENTENCE		Tá mé ag foghlaim.	I'm learning.							
NYT	4	Discussing Languages	Languages	SENTENCE		Tá mé ag foghlaim $LANGUAGE2.	I'm learning $LANGUAGE2.	Repeat for other pronouns/person's name						
NYT	4	Discussing Languages	Languages	SENTENCE		Níl mórán $LANGUAGE2 agam.	I can't speak much $LANGUAGE2.							
NYT	4	Discussing Languages	Languages	SENTENCE		Níl mórán $LANGUAGE2 agam ach tá mé ag foghlaim.	I can't speak much $LANGUAGE2 but I am learning.							
NYT	4	Discussing Languages	Languages	TEMPLATE		Níl aon $LANGUAGE3 agam.	I don't speak $LANGUAGE3.							
NYT	4	Discussing Languages	Languages	SENTENCE		Tá.	Yes.							
NYT	4	Discussing Languages	Languages	SENTENCE		Níl.	No.							
NYT	4	Discussing Languages	Languages	SENTENCE		Beagán.	A little.							
NYT	4	Discussing Languages	Languages	SENTENCE		Tá. Tá mé líofa.	Yes. I'm fluent.					Ta. Ta may leefa		
NYT	4	Discussing Languages	Languages	SENTENCE		an bhfuil tú ag foghlaim?	Are you learning?							
NYT	4	Discussing Languages	Languages	SENTENCE		an bhfuil tú ag foghlaim $LANGUAGE?	Are you learning $LANGUAGE?							
NYT	4	Discussing Languages	Languages	QUESTION		Cad é na teangacha atá agat?	Which/what languages can you speak?							
NYT	4	Discussing Languages	Languages	QUESTION		Cad é na teangacha eile atá agat?	Which/what other languages can you speak?							
NYT	4	Discussing Languages	Languages	SENTENCE		Tá Fraincis agus Gearmáinis agam.	I speak French and German.	repeat for other languages						
NYT	4	Discussing Languages	Languages	SENTENCE		Tá Iodáilis agam ach níl aon Spáinnis agam.	I speak Italian but I can't speak Spanish.	repeat for other languages						
NYT	4	Discussing Languages	Languages	SENTENCE		Níl aon Fhraincis nó Spáinnis agam.	I speak neither French nor Spanish.	repeat for other languages						
NYT	4	Discussing Languages	Languages	QUESTION		Cá háit?	Where?					Ca hatch?		If you tell someone that you are learning a language, you might be asked where:
NYT	4	Discussing Languages	Languages	QUESTION		Cá bhfuil tú ag foghlaim $LANGUAGE2?	Where are you learning $LANGUAGE2?							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	ón teilifís	from the television							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	ón raidió	from the radio							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	ag rang oíche	at a night class							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	san ollscoil	at the university							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	ó fhístéipeanna sa bhaile	from videotapes at home							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	ó físeán	from video							
NYT	4	Discussing Languages	Languages	PHRASE	LANG_LEARN_SOURCE	ó físeáin	from videos							
NYT	4	Discussing Languages	Languages	TEMPLATE		Tá mé ag foghlaim Gaeilge $LANG_LEARN_SOURCE.	I am learning Irish $LANG_LEARN_SOURCE.	repeat for other languages						
NYT	4	Discussing Languages	Languages	TEMPLATE		An dtuigeann tú $LANGUAGE?	Do you understand $LANGUAGE?					an diggin to $LANGUAGE?		
NYT	4	Discussing Languages	Languages	SENTENCE		Tuigim.	Yes (I do understand).							
NYT	4	Discussing Languages	Languages	SENTENCE		Ní thuigim.	No (I don't understand).							
NYT	4	Discussing Languages	Languages	TEMPLATE		Tuigim $LANGUAGE	I do understand $LANGUAGE							
NYT	4	Discussing Languages	Languages	TEMPLATE		Ní thuigim $LANGUAGE	I don't understand $LANGUAGE							
NYT	4	Discussing Languages	Counting things			teanga	a language							
NYT	4	Discussing Languages	Counting things			teangacha	languages							
NYT	4	Discussing Languages	Counting things			teanga amháin	one language							
NYT	4	Discussing Languages	Counting things			dhá theanga	two languages							
NYT	4	Discussing Languages	Counting things			trí theanga	three languages							
NYT	4	Discussing Languages	Counting things			ceithre theanga	four languages					kera		
NYT	4	Discussing Languages	Counting things			cúig theanga	five languages							
NYT	4	Discussing Languages	Counting things			sé theanga	six languages							
NYT	4	Discussing Languages	Counting things			rothar	bicycle							
NYT	4	Discussing Languages	Counting things			rothar amháin	one bicycle							
NYT	4	Discussing Languages	Counting things			dhá rothar	two bicycles							
NYT	4	Discussing Languages	Counting things			cathaoir	chair							
NYT	4	Discussing Languages	Counting things			cathaoir amháin	one chair					cih-her??		
NYT	4	Discussing Languages	Counting things			dhá chathaoir	two chairs					yeh hih-her		
NYT	4	Discussing Languages	Counting things			pionta	pint							
NYT	4	Discussing Languages	Counting things			pionta amháin	one pint							
NYT	4	Discussing Languages	Counting things			trí phionta	three pints							
NYT	4	Discussing Languages	Counting things			cúig phionta	five pint							
NYT	4	Discussing Languages	Counting things			seacht bpionta	seven pints							
NYT	4	Discussing Languages	Counting things			ocht bpionta	eight pints							
NYT	4	Discussing Languages	Counting things			deich bpionta	ten pints							
NYT	4	Discussing Languages	Counting things			leabhar	book							
NYT	4	Discussing Languages	Counting things			trí leabhar	three books							
NYT	4	Discussing Languages	Counting things			doras	door							
NYT	4	Discussing Languages	Counting things			doras amháin	one door							
NYT	4	Discussing Languages	Counting things			ceithre dhoras	four doors							
NYT	4	Discussing Languages	Counting things			bosca	box					boxsa		
NYT	4	Discussing Languages	Counting things			ceithre bhosca	four boxes					kera woxsa		
NYT	4	Discussing Languages	Counting things			ocht mbosca	eight boxes					okt moxsa		
NYT	4	Discussing Languages	Counting things			buidéal	bottle							
NYT	4	Discussing Languages	Counting things			buidéal amháin	one bottle							
NYT	4	Discussing Languages	Counting things			cúig bhuidéal	five bottles							
NYT	4	Discussing Languages	Counting things			seacht mbuidéal	seven bottles							
NYT	4	Discussing Languages	Counting things			caife	coffee							
NYT	4	Discussing Languages	Counting things			caife amháin	one coffee							
NYT	4	Discussing Languages	Counting things			sé chaife	six coffees							
NYT	4	Discussing Languages	Counting things			oráiste	orange							
NYT	4	Discussing Languages	Counting things			oráistí	oranges							
NYT	4	Discussing Languages	Counting things			cúig oráiste	five oranges							
NYT	4	Discussing Languages	Counting things			seacht sú oráiste	seven orange juices							
NYT	4	Discussing Languages	Counting things			gloine	glass							
NYT	4	Discussing Languages	Counting things			gloine amháin	one glass							
NYT	4	Discussing Languages	Counting things			naoi ngloine	nine glasses							
NYT	4	Discussing Languages	Counting things			tábla	table							
NYT	4	Discussing Languages	Counting things			ceithre thábla	four tables							
NYT	4	Discussing Languages	Counting things			úll	apple							
NYT	4	Discussing Languages	Counting things			ceithre úll	four apples							
NYT	4	Discussing Languages	Counting things			cóta	coat							
NYT	4	Discussing Languages	Counting things			naoi gcóta	nine coats							
NYT	4	Discussing Languages	Counting things			geansaí	jumper							
NYT	4	Discussing Languages	Counting things			deich ngeansaí	nine jumpers							
NYT	5	Expressing Opinions		PHRASE		AG CUR TUAIRIMÍ IN IÚL	Expressing opinions					ag cur toor-a-me in yool		
NYT	5	Expressing Opinions		PHRASE		Caithimh aimsire	Pastimes					cahiv amshira		
NYT	5	Expressing Opinions		WORD		banc	bank							
NYT	5	Expressing Opinions		WORD		clár	programme							
NYT	5	Expressing Opinions		WORD		cláracha	programmes							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	cláracha faisnéise	documentaries							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	cláracha spóirt	sports programmes							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	cláracha ceoil	music programmes							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	cláracha cainte	talk shows							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	cláracha dúlra	nature programmes							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	seacláid	chocolate							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	portán	crab					porthaan		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	cáis	cheese					kesh		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	ríomhairí	computers					Ree-war-ee		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	bláthanna	flowers					Blee-hena		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	a dhul ag rith	go running.							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	amharc ar an teilifís	watch television.							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	éisteacht le ceol	listen to music.							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	a dhul ag snámh	go swimming.							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	a dhul chuig scannáin	go to films.							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	a dhul chuig drámaí	go to plays.							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	imirt	play							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	leadóg a imirt	play tennis							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	ceol	music							
NYT	5	Expressing Opinions		WORD		Cineál	Type							
NYT	5	Expressing Opinions		WORD		Cineálacha ceoil	Types of music							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	ceol traidisiúnta	traditional music							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	ceol clasaiceach	classical music							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	snagcheol	jazz							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	roc-cheol	rock music							
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE	popcheol	popular music							
NYT	5	Expressing Opinions		WORD		mar shampla	for example							
NYT	5	Expressing Opinions		WORD		go háirithe	especially					go hairy-heh		
NYT	5	Expressing Opinions		TEMPLATE		Is maith liom $THINGS_TO_LIKE	I like $THINGS_TO_LIKE							
NYT	5	Expressing Opinions		TEMPLATE		Is breá liom $THINGS_TO_LIKE	I really like $THINGS_TO_LIKE							
NYT	5	Expressing Opinions		SENTENCE		Tá dúil mhór agam i(n)...	I really like ...							
NYT	5	Expressing Opinions		TEMPLATE		Ní maith liom $THINGS_TO_LIKE	I don't like $THINGS_TO_LIKE							
NYT	5	Expressing Opinions		TEMPLATE		Ní maith liom $THINGS_TO_LIKE ar chor ar bith.	I don't like $THINGS_TO_LIKE at all.					...ar har a bee		
NYT	5	Expressing Opinions		SENTENCE		Ní maith liom ar chor ar bith é.	I don't like it at all.					...ar har a bee ay		
NYT	5	Expressing Opinions		SENTENCE		Ní maith liom ar chor ar bith iad.	I don't like them at all.					...ar har a bee ead		
NYT	5	Expressing Opinions		TEMPLATE		Is fuath liom $THINGS_TO_LIKE	I hate $THINGS_TO_LIKE							
NYT	5	Expressing Opinions		TEMPLATE		An maith leat $THINGS_TO_LIKE?	Do you like $THINGS_TO_LIKE?				s			
NYT	5	Expressing Opinions		TEMPLATE		An maith libh $THINGS_TO_LIKE?	Do you like $THINGS_TO_LIKE?				p			
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE_TO_DO	ag garraíodóireacht	gardening					ag garaderact		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE_TO_DO	ag péinteáil	painting					ag paint-al		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE_TO_DO	ag cócaireacht	cooking					ag cocker-act		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE_TO_DO	ag iascaireacht	fishing					ag isc-a-ract		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE_TO_DO	ag léamh	reading					ag lay-oh		
NYT	5	Expressing Opinions		WORD	THINGS_TO_LIKE_TO_DO	ag siúl	walking					ag shool		
NYT	5	Expressing Opinions		TEMPLATE		Is maith liom a bheith $THINGS_TO_LIKE_TO_DO	I like $THINGS_TO_LIKE_TO_DO							
NYT	5	Expressing Opinions		TEMPLATE		Ní maith liom a bheith $THINGS_TO_LIKE_TO_DO	I like $THINGS_TO_LIKE_TO_DO							
NYT	5	Expressing Opinions		TEMPLATE		Is fuath liom a bheith $THINGS_TO_LIKE_TO_DO	I like $THINGS_TO_LIKE_TO_DO							
NYT	5	Expressing Opinions		TEMPLATE		An maith leat $THINGS_TO_LIKE_TO_DO?	Do you like $THINGS_TO_LIKE?				s			
NYT	5	Expressing Opinions		TEMPLATE		An maith libh $THINGS_TO_LIKE_TO_DO?	Do you like $THINGS_TO_LIKE?				p			
NYT	5	Expressing Opinions		SENTENCE		Is maith.	Yes.							
NYT	5	Expressing Opinions		SENTENCE		Ní maith.	No.							
NYT	5	Expressing Opinions		SENTENCE		Is breá liom é/í/iad.	I really like it.							
NYT	5	Expressing Opinions		SENTENCE		Ní maith liom ar chor ar bith é.	I don't like it at all.							
NYT	5	Expressing Opinions		SENTENCE		Is fuath liom é/í/iad.	I hate it.							
NYT	5	Expressing Opinions		SENTENCE		Tá sé ceart go leor.	It's all right.							
NYT	5	Expressing Opinions		QUESTION		An maith leat é?	Do you like it?							
NYT	5	Expressing Opinions		QUESTION		An maith leatsa é?	Do you like it?							
NYT	5	Expressing Opinions		QUESTION		An maith leat féin é?	Do you like it yourself?							
NYT	5	Expressing Opinions		SENTENCE		Is fearr liom $THINGS_TO_LIKE	I prefer $THINGS_TO_LIKE							
NYT	5	Expressing Opinions		SENTENCE		Is maith liom snagcheoil ach is fearr liom ceol traidisiúnta.	I like jazz but I prefer traditional music.							
NYT	5	Expressing Opinions		SENTENCE		Is maith liomsa fosta é	I like it too/as well							
NYT	5	Expressing Opinions		SENTENCE		Is fearr liomsa fosta é	I prefer it too/as well							
NYT	5	Expressing Opinions		WORD		bia	food							
NYT	5	Expressing Opinions		WORD	WHAT_YOU_WANT	deoch	drink							
NYT	5	Expressing Opinions		PHRASE		bia agus deoch	food and drink							
NYT	5	Expressing Opinions		WORD		feoil	meat							
NYT	5	Expressing Opinions		WORD		glasraí	vegetables							
NYT	5	Expressing Opinions		WORD		bia mara	seafood							
NYT	5	Expressing Opinions		WORD		sicín	chicken							
NYT	5	Expressing Opinions		WORD		fíon bán	white wine							
NYT	5	Expressing Opinions		WORD		fíon dearg	red wine							
NYT	5	Expressing Opinions		WORD		bialann	restaurant					bia-lann		
NYT	5	Expressing Opinions		SENTENCE		Tá sé maith.	It's good.							
NYT	5	Expressing Opinions		SENTENCE		Tá sé an-mhaith.	It's very good.							
NYT	5	Expressing Opinions		SENTENCE		Tá sé measartha maith.	It's reasonably good.							
NYT	5	Expressing Opinions		SENTENCE		Níl sé rómhaith.	It's not too good.					...roh-why		
NYT	5	Expressing Opinions		SENTENCE		Tá sé go dona.	It's very bad.							
NYT	5	Expressing Opinions		QUESTION		An bhfuil ... maith?	Is ... good?							
NYT	5	Expressing Opinions		QUESTION		An bhfuil an fíon seo maith?	Is this wine good?							
NYT	5	Expressing Opinions		QUESTION		An bhfuil sé seo maith?	Is this good?							
NYT	5	Expressing Opinions		PHRASE		an ceann seo	this one							"as in ""I prefer this one"""
NYT	5	Expressing Opinions		QUESTION		An bhfuil maith ar bith sa ...?	Is the ... any good?							
NYT	5	Expressing Opinions		QUESTION		An bhfuil maith ar bith sa bhialann sin?	Is that restaurant any good?					an whil my ar bee sa via-lann sin?		said quick
